mileage,curvature_simulation
641503.25,-2.78354596459353E-5
641503.5,-2.87053177598708E-5
641503.75,-2.95751758738063E-5
641504,-3.04450339877417E-5
641504.25,-3.13148921016772E-5
641504.5,-3.21847502156127E-5
641504.75,-3.30546083295482E-5
641505,-3.39244664434836E-5
641505.25,-3.47943245574191E-5
641505.5,-3.56641826713546E-5
641505.75,-3.65340407852901E-5
641506,-3.74038988992256E-5
641506.25,-3.8273757013161E-5
641506.5,-3.91436151270965E-5
641506.75,-4.0013473241032E-5
641507,-4.08833313549675E-5
641507.25,-4.17531894689029E-5
641507.5,-4.26230475828384E-5
641507.75,-4.34929056967739E-5
641508,-4.43627638107094E-5
641508.25,-4.52326219246449E-5
641508.5,-4.61024800385803E-5
641508.75,-4.69723381525158E-5
641509,-4.78421962664513E-5
641509.25,-4.87120543803868E-5
641509.5,-4.95819124943223E-5
641509.75,-5.04517706082577E-5
641510,-5.13216287221932E-5
641510.25,-5.21914868361287E-5
