9.16E-07,1.58E-05,2.92E-07
9.22E-07,1.57E-05,2.93E-07
9.35E-07,1.57E-05,2.96E-07
9.54E-07,1.57E-05,2.99E-07
9.76E-07,1.56E-05,3.03E-07
1.00E-06,1.56E-05,3.08E-07
1.03E-06,1.56E-05,3.13E-07
1.05E-06,1.56E-05,3.18E-07
1.07E-06,1.56E-05,3.23E-07
1.08E-06,1.56E-05,3.29E-07
1.09E-06,1.56E-05,3.34E-07
1.09E-06,1.57E-05,3.39E-07
1.08E-06,1.57E-05,3.44E-07
1.05E-06,1.57E-05,3.49E-07
1.02E-06,1.58E-05,3.53E-07
9.65E-07,1.58E-05,3.56E-07
9.03E-07,1.58E-05,3.59E-07
8.29E-07,1.58E-05,3.61E-07
7.44E-07,1.59E-05,3.62E-07
6.49E-07,1.59E-05,3.64E-07
5.47E-07,1.59E-05,3.65E-07
4.38E-07,1.59E-05,3.66E-07
3.26E-07,1.58E-05,3.67E-07
2.12E-07,1.58E-05,3.68E-07
9.87E-08,1.58E-05,3.69E-07
-1.16E-08,1.58E-05,3.70E-07
-1.17E-07,1.57E-05,3.71E-07
-2.16E-07,1.57E-05,3.71E-07
-3.07E-07,1.56E-05,3.72E-07
-3.89E-07,1.55E-05,3.73E-07
-4.61E-07,1.55E-05,3.74E-07
-5.22E-07,1.54E-05,3.75E-07
-5.74E-07,1.54E-05,3.77E-07
-6.15E-07,1.53E-05,3.78E-07
-6.47E-07,1.52E-05,3.80E-07
-6.71E-07,1.52E-05,3.82E-07
-6.88E-07,1.51E-05,3.83E-07
-7.00E-07,1.51E-05,3.85E-07
-7.08E-07,1.50E-05,3.86E-07
-7.15E-07,1.50E-05,3.86E-07
-7.23E-07,1.50E-05,3.86E-07
-7.33E-07,1.49E-05,3.84E-07
-7.47E-07,1.49E-05,3.82E-07
-7.66E-07,1.48E-05,3.80E-07
-7.92E-07,1.48E-05,3.77E-07
-8.25E-07,1.48E-05,3.73E-07
-8.66E-07,1.47E-05,3.70E-07
-9.14E-07,1.47E-05,3.67E-07
-9.69E-07,1.46E-05,3.64E-07
-1.03E-06,1.46E-05,3.62E-07
-1.10E-06,1.45E-05,3.59E-07
-1.17E-06,1.44E-05,3.56E-07
-1.25E-06,1.43E-05,3.52E-07
-1.33E-06,1.43E-05,3.48E-07
-1.40E-06,1.42E-05,3.44E-07
-1.48E-06,1.41E-05,3.40E-07
-1.55E-06,1.40E-05,3.36E-07
-1.62E-06,1.39E-05,3.34E-07
-1.68E-06,1.38E-05,3.33E-07
-1.73E-06,1.37E-05,3.34E-07
-1.77E-06,1.36E-05,3.37E-07
-1.79E-06,1.35E-05,3.40E-07
-1.81E-06,1.34E-05,3.44E-07
-1.82E-06,1.33E-05,3.46E-07
-1.81E-06,1.32E-05,3.46E-07
-1.80E-06,1.31E-05,3.44E-07
-1.77E-06,1.30E-05,3.39E-07
-1.74E-06,1.29E-05,3.34E-07
-1.69E-06,1.28E-05,3.29E-07
-1.63E-06,1.28E-05,3.27E-07
-1.57E-06,1.27E-05,3.29E-07
-1.49E-06,1.26E-05,3.35E-07
-1.41E-06,1.25E-05,3.44E-07
-1.32E-06,1.24E-05,3.55E-07
-1.24E-06,1.23E-05,3.64E-07
-1.15E-06,1.22E-05,3.69E-07
-1.07E-06,1.21E-05,3.70E-07
-9.87E-07,1.20E-05,3.66E-07
