WS_output_15,0.007,2.520422697,-2004.715942,112642.5234,-2.363143206,1994.882813,112245.8594,-2.517753363,-2241.823486,127178.3203,2.332189798,2252.041992,127579.9844,-2.425726652,-2241.886475,127174.9766,2.243038416,2251.617432,127561.9531,2.467119694,-2004.873657,112645.7188,-2.322233438,1994.906006,112253.75
WS_output_16,0.0075,2.663443089,-2004.800537,112642.7266,-2.499565601,1994.799194,112245.7344,-2.706683397,-2241.881104,127178.1328,2.514065742,2251.984131,127580.2188,-2.569273472,-2241.81958,127174.7891,2.380433559,2251.685547,127562.0859,2.649561405,-2004.82605,112645.8906,-2.497789145,1994.953613,112253.5
WS_output_17,0.008,2.814185143,-2004.838135,112642.8516,-2.645178556,1994.76123,112245.6406,-2.883488417,-2241.94165,127178.0313,2.685609579,2251.922607,127580.3281,-2.719291687,-2241.794434,127174.7031,2.526901007,2251.712646,127562.2031,2.822630405,-2004.770386,112646.0156,-2.664348602,1995.01062,112253.375
WS_output_18,0.0085,2.964378595,-2004.870972,112642.9531,-2.790739298,1994.728027,112245.5547,-3.056014538,-2241.997559,127177.9375,2.853603601,2251.865723,127580.4141,-2.868610144,-2241.772705,127174.6484,2.673219442,2251.736084,127562.2969,2.991721153,-2004.717896,112646.125,-2.827444792,1995.064209,112253.2813
WS_output_19,0.009,3.112779617,-2004.887939,112642.9609,-2.936129093,1994.710205,112245.5313,-3.214570999,-2242.038574,127177.9141,3.01000762,2251.82373,127580.4141,-3.015644789,-2241.761719,127174.6641,2.819051743,2251.748291,127562.3359,3.14782238,-2004.676147,112646.1719,-2.979235172,1995.107178,112253.2813
WS_output_20,0.0095,3.258705378,-2004.904419,112642.9609,-3.079464436,1994.693115,112245.5156,-3.368714809,-2242.075195,127177.8906,3.162656546,2251.786621,127580.4063,-3.160169601,-2241.750488,127174.6953,2.962768316,2251.760254,127562.3516,3.299585104,-2004.638794,112646.2109,-3.127239943,1995.145386,112253.2813
WS_output_21,0.01,3.39654851,-2004.918823,112642.9141,-3.216091633,1994.678223,112245.5391,-3.508452415,-2242.095703,127177.9063,3.303046465,2251.765381,127580.375,-3.296500206,-2241.739258,127174.75,3.099577904,2251.771973,127562.3359,3.437182665,-2004.615723,112646.2188,-3.262884855,1995.168823,112253.3125
WS_output_22,0.0105,3.530805111,-2004.933228,112642.8672,-3.349528074,1994.663452,112245.5703,-3.643662453,-2242.113281,127177.9141,3.439448118,2251.747803,127580.3438,-3.429257154,-2241.727783,127174.7969,3.23320055,2251.783691,127562.3047,3.570278406,-2004.595947,112646.2109,-3.394518852,1995.188965,112253.3359
WS_output_23,0.011,3.65335083,-2004.947144,112642.8125,-3.472547054,1994.649414,112245.6016,-3.764090538,-2242.120361,127177.9297,3.562827826,2251.740479,127580.3125,-3.550344706,-2241.716309,127174.8438,3.356418371,2251.794922,127562.2656,3.688676357,-2004.586792,112646.1953,-3.513056278,1995.197998,112253.3672
WS_output_24,0.0115,3.774577618,-2004.960938,112642.7656,-3.594388723,1994.635498,112245.6406,-3.882980585,-2242.126953,127177.9453,3.684832811,2251.733887,127580.2891,-3.670121908,-2241.705078,127174.8828,3.478467703,2251.805908,127562.2344,3.805546999,-2004.578247,112646.1797,-3.630224228,1995.206299,112253.3906
WS_output_25,0.012,3.888390303,-2004.973389,112642.7188,-3.709612608,1994.623169,112245.6719,-3.993225813,-2242.129639,127177.9609,3.799108744,2251.731445,127580.2734,-3.78253293,-2241.695068,127174.9141,3.593950033,2251.81543,127562.1953,3.913832426,-2004.574097,112646.1641,-3.73969245,1995.210205,112253.4063
WS_output_26,0.0125,3.996096849,-2004.984375,112642.6875,-3.819384098,1994.612305,112245.7031,-4.096545219,-2242.130127,127177.9766,3.907159328,2251.731201,127580.2578,-3.888883591,-2241.686768,127174.9375,3.704031944,2251.823242,127562.1641,4.015244007,-2004.572632,112646.1406,-3.842983484,1995.211426,112253.4219
WS_output_27,0.013,4.092747688,-2004.991455,112642.6719,-3.91927743,1994.605347,112245.7188,-4.188063622,-2242.128906,127177.9844,4.004471779,2251.732422,127580.25,-3.984286547,-2241.683105,127174.9375,3.804365158,2251.826904,127562.1484,4.104959488,-2004.573364,112646.1328,-3.935715437,1995.210205,112253.4219
WS_output_28,0.0135,4.180465221,-2004.995483,112642.6719,-4.011212349,1994.601563,112245.7266,-4.269922733,-2242.126465,127177.9844,4.093018532,2251.735107,127580.2578,-4.070842266,-2241.682617,127174.9297,3.896827936,2251.827148,127562.1484,4.185101032,-2004.576416,112646.125,-4.019829273,1995.207031,112253.4141
