
    时间      车速      一轮横向位移   二轮横向位移   三轮横向位移   四轮横向位移   一轮垂向位移   二轮垂向位移   三轮垂向位移   四轮垂向位移   一轮侧滚角位移   二轮侧滚角位移   三轮侧滚角位移   四轮侧滚角位移   一轮冲角位移   二轮冲角位移   三轮冲角位移   六轮冲角位移
       m             s               mm             mm             mm             mm             mm             mm             mm             mm              o              o              o              o              o              o              o              o

 0.46540656E+01 0.10342368E+03 0.12863896E-05 0.13573068E-05 0.13016320E-05 0.13706541E-05 0.11736356E+01 0.11736095E+01 0.11737640E+01 0.11737916E+01 0.16843063E-06 0.16856950E-06 0.17032258E-06 0.16983095E-06 0.26298143E-08 0.28601952E-08 0.26070363E-08 0.28456292E-08
 0.46547856E+01 0.10343968E+03 0.12862708E-05 0.13574172E-05 0.13015271E-05 0.13707755E-05 0.11736360E+01 0.11736099E+01 0.11737637E+01 0.11737913E+01 0.16843126E-06 0.16856900E-06 0.17032335E-06 0.16983052E-06 0.26357363E-08 0.28668760E-08 0.26130791E-08 0.28524352E-08
 0.46555056E+01 0.10345568E+03 0.12861549E-05 0.13575273E-05 0.13014150E-05 0.13709025E-05 0.11736364E+01 0.11736103E+01 0.11737634E+01 0.11737910E+01 0.16843210E-06 0.16856877E-06 0.17032375E-06 0.16983079E-06 0.26416402E-08 0.28735393E-08 0.26191048E-08 0.28592267E-08
 0.46562256E+01 0.10347168E+03 0.12860350E-05 0.13576370E-05 0.13013069E-05 0.13710233E-05 0.11736369E+01 0.11736108E+01 0.11737630E+01 0.11737906E+01 0.16843283E-06 0.16856864E-06 0.17032464E-06 0.16983112E-06 0.26475259E-08 0.28801854E-08 0.26251142E-08 0.28660051E-08
 0.46569456E+01 0.10348768E+03 0.12859101E-05 0.13577440E-05 0.13011953E-05 0.13711434E-05 0.11736373E+01 0.11736112E+01 0.11737626E+01 0.11737902E+01 0.16843349E-06 0.16856853E-06 0.17032515E-06 0.16983149E-06 0.26533947E-08 0.28868143E-08 0.26311052E-08 0.28727692E-08
 0.46576656E+01 0.10350368E+03 0.12857872E-05 0.13578503E-05 0.13010821E-05 0.13712628E-05 0.11736377E+01 0.11736116E+01 0.11737622E+01 0.11737898E+01 0.16843421E-06 0.16856852E-06 0.17032584E-06 0.16983185E-06 0.26592447E-08 0.28934260E-08 0.26370790E-08 0.28795173E-08
 0.46583856E+01 0.10351968E+03 0.12856600E-05 0.13579571E-05 0.13009684E-05 0.13713747E-05 0.11736381E+01 0.11736119E+01 0.11737617E+01 0.11737893E+01 0.16843492E-06 0.16856883E-06 0.17032661E-06 0.16983155E-06 0.26650774E-08 0.29000213E-08 0.26430357E-08 0.28862465E-08
 0.46591056E+01 0.10353568E+03 0.12855367E-05 0.13580614E-05 0.13008508E-05 0.13714918E-05 0.11736384E+01 0.11736123E+01 0.11737613E+01 0.11737889E+01 0.16843588E-06 0.16856923E-06 0.17032729E-06 0.16983169E-06 0.26708914E-08 0.29066005E-08 0.26489754E-08 0.28929568E-08
 0.46598256E+01 0.10355168E+03 0.12854079E-05 0.13581584E-05 0.13007330E-05 0.13716030E-05 0.11736387E+01 0.11736126E+01 0.11737609E+01 0.11737885E+01 0.16843664E-06 0.16856888E-06 0.17032793E-06 0.16983155E-06 0.26766870E-08 0.29131601E-08 0.26548971E-08 0.28996480E-08
 0.46605456E+01 0.10356768E+03 0.12852777E-05 0.13582610E-05 0.13006127E-05 0.13717204E-05 0.11736390E+01 0.11736128E+01 0.11737605E+01 0.11737881E+01 0.16843743E-06 0.16856898E-06 0.17032863E-06 0.16983218E-06 0.26824640E-08 0.29196997E-08 0.26608014E-08 0.29063224E-08
 0.46612656E+01 0.10358368E+03 0.12851434E-05 0.13583607E-05 0.13004922E-05 0.13718241E-05 0.11736392E+01 0.11736130E+01 0.11737601E+01 0.11737877E+01 0.16843801E-06 0.16856937E-06 0.17032936E-06 0.16983210E-06 0.26882219E-08 0.29262220E-08 0.26666880E-08 0.29129801E-08
 0.46619856E+01 0.10359968E+03 0.12850114E-05 0.13584579E-05 0.13003686E-05 0.13719281E-05 0.11736393E+01 0.11736131E+01 0.11737598E+01 0.11737874E+01 0.16843902E-06 0.16856964E-06 0.17033010E-06 0.16983135E-06 0.26939619E-08 0.29327261E-08 0.26725572E-08 0.29196148E-08
 0.46627056E+01 0.10361568E+03 0.12848757E-05 0.13585517E-05 0.13002445E-05 0.13720337E-05 0.11736394E+01 0.11736132E+01 0.11737595E+01 0.11737871E+01 0.16843969E-06 0.16856963E-06 0.17033085E-06 0.16983085E-06 0.26996823E-08 0.29392105E-08 0.26784089E-08 0.29262282E-08
 0.46634256E+01 0.10363168E+03 0.12847399E-05 0.13586395E-05 0.13001211E-05 0.13721360E-05 0.11736394E+01 0.11736132E+01 0.11737593E+01 0.11737869E+01 0.16844055E-06 0.16856895E-06 0.17033183E-06 0.16983031E-06 0.27053837E-08 0.29456723E-08 0.26842433E-08 0.29328216E-08
 0.46641456E+01 0.10364768E+03 0.12846003E-05 0.13587295E-05 0.12999948E-05 0.13722361E-05 0.11736393E+01 0.11736131E+01 0.11737592E+01 0.11737868E+01 0.16844128E-06 0.16856827E-06 0.17033290E-06 0.16982971E-06 0.27110662E-08 0.29521108E-08 0.26900613E-08 0.29393957E-08
 0.46648656E+01 0.10366368E+03 0.12844650E-05 0.13588169E-05 0.12998637E-05 0.13723369E-05 0.11736392E+01 0.11736130E+01 0.11737591E+01 0.11737867E+01 0.16844251E-06 0.16856766E-06 0.17033358E-06 0.16982943E-06 0.27167307E-08 0.29585277E-08 0.26958611E-08 0.29459520E-08
 0.46655856E+01 0.10367968E+03 0.12843180E-05 0.13589021E-05 0.12997333E-05 0.13724358E-05 0.11736390E+01 0.11736128E+01 0.11737591E+01 0.11737867E+01 0.16844291E-06 0.16856716E-06 0.17033417E-06 0.16982936E-06 0.27223753E-08 0.29649253E-08 0.27016412E-08 0.29524922E-08
 0.46663056E+01 0.10369568E+03 0.12841775E-05 0.13589909E-05 0.12995990E-05 0.13725352E-05 0.11736387E+01 0.11736126E+01 0.11737592E+01 0.11737868E+01 0.16844381E-06 0.16856698E-06 0.17033466E-06 0.16982944E-06 0.27280000E-08 0.29713035E-08 0.27074019E-08 0.29590161E-08
 0.46670256E+01 0.10371168E+03 0.12840338E-05 0.13590714E-05 0.12994673E-05 0.13726323E-05 0.11736384E+01 0.11736123E+01 0.11737593E+01 0.11737869E+01 0.16844470E-06 0.16856646E-06 0.17033560E-06 0.16982970E-06 0.27336059E-08 0.29776633E-08 0.27131451E-08 0.29655243E-08
 0.46677456E+01 0.10372768E+03 0.12838905E-05 0.13591566E-05 0.12993320E-05 0.13727298E-05 0.11736381E+01 0.11736120E+01 0.11737595E+01 0.11737871E+01 0.16844575E-06 0.16856648E-06 0.17033632E-06 0.16983023E-06 0.27391926E-08 0.29840052E-08 0.27188700E-08 0.29720172E-08
 0.46684656E+01 0.10374368E+03 0.12837413E-05 0.13592367E-05 0.12991948E-05 0.13728243E-05 0.11736377E+01 0.11736116E+01 0.11737597E+01 0.11737873E+01 0.16844651E-06 0.16856646E-06 0.17033708E-06 0.16983072E-06 0.27447603E-08 0.29903306E-08 0.27245769E-08 0.29784937E-08
 0.46691856E+01 0.10375968E+03 0.12835912E-05 0.13593195E-05 0.12990555E-05 0.13729146E-05 0.11736373E+01 0.11736112E+01 0.11737600E+01 0.11737876E+01 0.16844729E-06 0.16856677E-06 0.17033783E-06 0.16983093E-06 0.27503085E-08 0.29966384E-08 0.27302660E-08 0.29849527E-08
 0.46699056E+01 0.10377568E+03 0.12834407E-05 0.13594007E-05 0.12989174E-05 0.13730061E-05 0.11736369E+01 0.11736108E+01 0.11737604E+01 0.11737880E+01 0.16844814E-06 0.16856738E-06 0.17033888E-06 0.16983096E-06 0.27558378E-08 0.30029305E-08 0.27359378E-08 0.29913905E-08
 0.46706256E+01 0.10379168E+03 0.12832943E-05 0.13594792E-05 0.12987755E-05 0.13730935E-05 0.11736365E+01 0.11736103E+01 0.11737608E+01 0.11737884E+01 0.16844936E-06 0.16856798E-06 0.17033967E-06 0.16983097E-06 0.27613474E-08 0.30092058E-08 0.27415915E-08 0.29978087E-08
 0.46713456E+01 0.10380768E+03 0.12831363E-05 0.13595565E-05 0.12986339E-05 0.13731823E-05 0.11736360E+01 0.11736099E+01 0.11737612E+01 0.11737889E+01 0.16845009E-06 0.16856857E-06 0.17034054E-06 0.16983116E-06 0.27668390E-08 0.30154630E-08 0.27472262E-08 0.30042071E-08
 0.46720656E+01 0.10382368E+03 0.12829842E-05 0.13596293E-05 0.12984873E-05 0.13732656E-05 0.11736356E+01 0.11736095E+01 0.11737616E+01 0.11737893E+01 0.16845106E-06 0.16856879E-06 0.17034128E-06 0.16983122E-06 0.27723101E-08 0.30217000E-08 0.27528430E-08 0.30105867E-08
 0.46727856E+01 0.10383968E+03 0.12828295E-05 0.13597013E-05 0.12983431E-05 0.13733502E-05 0.11736352E+01 0.11736092E+01 0.11737621E+01 0.11737898E+01 0.16845207E-06 0.16856876E-06 0.17034217E-06 0.16983119E-06 0.27777622E-08 0.30279144E-08 0.27584406E-08 0.30169455E-08
 0.46735056E+01 0.10385568E+03 0.12826687E-05 0.13597750E-05 0.12981952E-05 0.13734263E-05 0.11736349E+01 0.11736088E+01 0.11737625E+01 0.11737902E+01 0.16845272E-06 0.16856922E-06 0.17034300E-06 0.16983069E-06 0.27831943E-08 0.30341086E-08 0.27640198E-08 0.30232839E-08
 0.46742256E+01 0.10387168E+03 0.12825110E-05 0.13598431E-05 0.12980470E-05 0.13735077E-05 0.11736346E+01 0.11736086E+01 0.11737629E+01 0.11737906E+01 0.16845379E-06 0.16856928E-06 0.17034393E-06 0.16983032E-06 0.27886075E-08 0.30402816E-08 0.27695805E-08 0.30295997E-08
 0.46749456E+01 0.10388768E+03 0.12823524E-05 0.13599122E-05 0.12978969E-05 0.13735852E-05 0.11736344E+01 0.11736083E+01 0.11737633E+01 0.11737910E+01 0.16845500E-06 0.16856951E-06 0.17034480E-06 0.16982986E-06 0.27940028E-08 0.30464334E-08 0.27751226E-08 0.30358945E-08
 0.46756656E+01 0.10390368E+03 0.12821894E-05 0.13599794E-05 0.12977463E-05 0.13736573E-05 0.11736342E+01 0.11736082E+01 0.11737637E+01 0.11737914E+01 0.16845581E-06 0.16856991E-06 0.17034578E-06 0.16982934E-06 0.27993780E-08 0.30525659E-08 0.27806460E-08 0.30421703E-08
 0.46763856E+01 0.10391968E+03 0.12820272E-05 0.13600369E-05 0.12975908E-05 0.13737329E-05 0.11736341E+01 0.11736081E+01 0.11737640E+01 0.11737917E+01 0.16845681E-06 0.16856932E-06 0.17034656E-06 0.16982887E-06 0.28047335E-08 0.30586755E-08 0.27861508E-08 0.30484253E-08
 0.46771056E+01 0.10393568E+03 0.12818617E-05 0.13600985E-05 0.12974383E-05 0.13738023E-05 0.11736341E+01 0.11736080E+01 0.11737642E+01 0.11737919E+01 0.16845766E-06 0.16856885E-06 0.17034754E-06 0.16982824E-06 0.28100692E-08 0.30647612E-08 0.27916363E-08 0.30546607E-08
 0.46778256E+01 0.10395168E+03 0.12816969E-05 0.13601618E-05 0.12972833E-05 0.13738736E-05 0.11736341E+01 0.11736081E+01 0.11737644E+01 0.11737921E+01 0.16845867E-06 0.16856885E-06 0.17034857E-06 0.16982803E-06 0.28153854E-08 0.30708261E-08 0.27971031E-08 0.30608785E-08
 0.46785456E+01 0.10396768E+03 0.12815291E-05 0.13602197E-05 0.12971247E-05 0.13739424E-05 0.11736342E+01 0.11736082E+01 0.11737645E+01 0.11737922E+01 0.16845962E-06 0.16856870E-06 0.17034948E-06 0.16982764E-06 0.28206824E-08 0.30768711E-08 0.28025512E-08 0.30670774E-08
 0.46792656E+01 0.10398368E+03 0.12813601E-05 0.13602779E-05 0.12969655E-05 0.13740112E-05 0.11736344E+01 0.11736083E+01 0.11737645E+01 0.11737922E+01 0.16846060E-06 0.16856859E-06 0.17035032E-06 0.16982753E-06 0.28259603E-08 0.30828958E-08 0.28079796E-08 0.30732584E-08
 0.46799856E+01 0.10399968E+03 0.12811891E-05 0.13603317E-05 0.12968062E-05 0.13740756E-05 0.11736346E+01 0.11736086E+01 0.11737645E+01 0.11737922E+01 0.16846152E-06 0.16856841E-06 0.17035130E-06 0.16982721E-06 0.28312187E-08 0.30889014E-08 0.28133887E-08 0.30794209E-08
 0.46807056E+01 0.10401568E+03 0.12810191E-05 0.13603855E-05 0.12966440E-05 0.13741409E-05 0.11736349E+01 0.11736088E+01 0.11737644E+01 0.11737921E+01 0.16846266E-06 0.16856813E-06 0.17035223E-06 0.16982706E-06 0.28364581E-08 0.30948861E-08 0.28187785E-08 0.30855646E-08
 0.46814256E+01 0.10403168E+03 0.12808466E-05 0.13604361E-05 0.12964806E-05 0.13742052E-05 0.11736352E+01 0.11736092E+01 0.11737642E+01 0.11737919E+01 0.16846366E-06 0.16856790E-06 0.17035319E-06 0.16982710E-06 0.28416778E-08 0.31008517E-08 0.28241492E-08 0.30916900E-08
 0.46821456E+01 0.10404768E+03 0.12806712E-05 0.13604876E-05 0.12963172E-05 0.13742690E-05 0.11736356E+01 0.11736095E+01 0.11737640E+01 0.11737917E+01 0.16846467E-06 0.16856765E-06 0.17035424E-06 0.16982737E-06 0.28468785E-08 0.31067964E-08 0.28295004E-08 0.30977977E-08
 0.46828656E+01 0.10406368E+03 0.12804966E-05 0.13605373E-05 0.12961515E-05 0.13743300E-05 0.11736360E+01 0.11736099E+01 0.11737637E+01 0.11737914E+01 0.16846569E-06 0.16856761E-06 0.17035522E-06 0.16982767E-06 0.28520593E-08 0.31127220E-08 0.28348320E-08 0.31038875E-08
 0.46835856E+01 0.10407968E+03 0.12803199E-05 0.13605843E-05 0.12959842E-05 0.13743954E-05 0.11736364E+01 0.11736103E+01 0.11737634E+01 0.11737910E+01 0.16846669E-06 0.16856756E-06 0.17035619E-06 0.16982854E-06 0.28572204E-08 0.31186289E-08 0.28401435E-08 0.31099597E-08
 0.46843056E+01 0.10409568E+03 0.12801448E-05 0.13606307E-05 0.12958140E-05 0.13744597E-05 0.11736368E+01 0.11736107E+01 0.11737630E+01 0.11737906E+01 0.16846787E-06 0.16856747E-06 0.17035708E-06 0.16982994E-06 0.28623613E-08 0.31245158E-08 0.28454354E-08 0.31160164E-08
 0.46850256E+01 0.10411168E+03 0.12799624E-05 0.13606758E-05 0.12956459E-05 0.13745130E-05 0.11736373E+01 0.11736112E+01 0.11737626E+01 0.11737902E+01 0.16846888E-06 0.16856751E-06 0.17035821E-06 0.16983046E-06 0.28674840E-08 0.31303835E-08 0.28507075E-08 0.31220541E-08
 0.46857456E+01 0.10412768E+03 0.12797848E-05 0.13607224E-05 0.12954762E-05 0.13745682E-05 0.11736377E+01 0.11736116E+01 0.11737622E+01 0.11737898E+01 0.16847006E-06 0.16856789E-06 0.17035937E-06 0.16983062E-06 0.28725861E-08 0.31362321E-08 0.28559599E-08 0.31280675E-08
 0.46864656E+01 0.10414368E+03 0.12796020E-05 0.13607665E-05 0.12953022E-05 0.13746230E-05 0.11736381E+01 0.11736119E+01 0.11737617E+01 0.11737894E+01 0.16847108E-06 0.16856846E-06 0.17036025E-06 0.16983087E-06 0.28776685E-08 0.31420632E-08 0.28611916E-08 0.31340570E-08
 0.46871856E+01 0.10415968E+03 0.12794181E-05 0.13608107E-05 0.12951256E-05 0.13746755E-05 0.11736384E+01 0.11736123E+01 0.11737613E+01 0.11737889E+01 0.16847213E-06 0.16856930E-06 0.17036112E-06 0.16983112E-06 0.28827309E-08 0.31478763E-08 0.28664031E-08 0.31400232E-08
 0.46879056E+01 0.10417568E+03 0.12792346E-05 0.13608511E-05 0.12949517E-05 0.13747271E-05 0.11736387E+01 0.11736126E+01 0.11737609E+01 0.11737885E+01 0.16847323E-06 0.16857010E-06 0.17036227E-06 0.16983151E-06 0.28877728E-08 0.31536715E-08 0.28715946E-08 0.31459673E-08
 0.46886256E+01 0.10419168E+03 0.12790487E-05 0.13608919E-05 0.12947756E-05 0.13747748E-05 0.11736390E+01 0.11736128E+01 0.11737605E+01 0.11737881E+01 0.16847436E-06 0.16857071E-06 0.17036337E-06 0.16983166E-06 0.28927949E-08 0.31594450E-08 0.28767659E-08 0.31518887E-08
 0.46893456E+01 0.10420768E+03 0.12788614E-05 0.13609270E-05 0.12945974E-05 0.13748197E-05 0.11736392E+01 0.11736130E+01 0.11737602E+01 0.11737877E+01 0.16847542E-06 0.16857093E-06 0.17036441E-06 0.16983138E-06 0.28977968E-08 0.31651957E-08 0.28819164E-08 0.31577853E-08
 0.46900656E+01 0.10422368E+03 0.12786723E-05 0.13609620E-05 0.12944164E-05 0.13748630E-05 0.11736393E+01 0.11736131E+01 0.11737598E+01 0.11737874E+01 0.16847645E-06 0.16857112E-06 0.17036536E-06 0.16983106E-06 0.29027780E-08 0.31709227E-08 0.28870464E-08 0.31636578E-08
 0.46907856E+01 0.10423968E+03 0.12784835E-05 0.13610005E-05 0.12942367E-05 0.13749065E-05 0.11736394E+01 0.11736132E+01 0.11737596E+01 0.11737871E+01 0.16847764E-06 0.16857189E-06 0.17036651E-06 0.16983072E-06 0.29077393E-08 0.31766280E-08 0.28921557E-08 0.31695059E-08
 0.46915056E+01 0.10425568E+03 0.12782938E-05 0.13610301E-05 0.12940532E-05 0.13749468E-05 0.11736394E+01 0.11736132E+01 0.11737594E+01 0.11737869E+01 0.16847885E-06 0.16857216E-06 0.17036749E-06 0.16983039E-06 0.29126800E-08 0.31823115E-08 0.28972444E-08 0.31753315E-08
 0.46922256E+01 0.10427168E+03 0.12781006E-05 0.13610615E-05 0.12938722E-05 0.13749874E-05 0.11736393E+01 0.11736132E+01 0.11737592E+01 0.11737868E+01 0.16847995E-06 0.16857232E-06 0.17036884E-06 0.16983034E-06 0.29176001E-08 0.31879707E-08 0.29023132E-08 0.31811358E-08
 0.46929456E+01 0.10428768E+03 0.12779086E-05 0.13610866E-05 0.12936866E-05 0.13750216E-05 0.11736392E+01 0.11736130E+01 0.11737591E+01 0.11737867E+01 0.16848117E-06 0.16857186E-06 0.17036981E-06 0.16982986E-06 0.29224996E-08 0.31936040E-08 0.29073604E-08 0.31869185E-08
 0.46936656E+01 0.10430368E+03 0.12777103E-05 0.13611128E-05 0.12935001E-05 0.13750608E-05 0.11736390E+01 0.11736128E+01 0.11737591E+01 0.11737867E+01 0.16848194E-06 0.16857176E-06 0.17037092E-06 0.16982986E-06 0.29273771E-08 0.31992136E-08 0.29123867E-08 0.31926802E-08
 0.46943856E+01 0.10431968E+03 0.12775132E-05 0.13611372E-05 0.12933115E-05 0.13750958E-05 0.11736388E+01 0.11736126E+01 0.11737592E+01 0.11737868E+01 0.16848275E-06 0.16857158E-06 0.17037192E-06 0.16982975E-06 0.29322321E-08 0.32048001E-08 0.29173919E-08 0.31984212E-08
 0.46951056E+01 0.10433568E+03 0.12773169E-05 0.13611639E-05 0.12931245E-05 0.13751302E-05 0.11736385E+01 0.11736123E+01 0.11737593E+01 0.11737869E+01 0.16848382E-06 0.16857168E-06 0.17037310E-06 0.16982979E-06 0.29370658E-08 0.32103639E-08 0.29223757E-08 0.32041418E-08
 0.46958256E+01 0.10435168E+03 0.12771172E-05 0.13611824E-05 0.12929332E-05 0.13751612E-05 0.11736381E+01 0.11736120E+01 0.11737595E+01 0.11737871E+01 0.16848496E-06 0.16857133E-06 0.17037423E-06 0.16982975E-06 0.29418798E-08 0.32159053E-08 0.29273390E-08 0.32098420E-08
 0.46965456E+01 0.10436768E+03 0.12769185E-05 0.13612026E-05 0.12927428E-05 0.13751943E-05 0.11736377E+01 0.11736116E+01 0.11737597E+01 0.11737873E+01 0.16848611E-06 0.16857116E-06 0.17037545E-06 0.16982996E-06 0.29466726E-08 0.32214243E-08 0.29322815E-08 0.32155212E-08
 0.46972656E+01 0.10438368E+03 0.12767178E-05 0.13612199E-05 0.12925499E-05 0.13752268E-05 0.11736373E+01 0.11736112E+01 0.11737600E+01 0.11737876E+01 0.16848741E-06 0.16857099E-06 0.17037639E-06 0.16983052E-06 0.29514456E-08 0.32269218E-08 0.29372013E-08 0.32211814E-08
 0.46979856E+01 0.10439968E+03 0.12765162E-05 0.13612388E-05 0.12923560E-05 0.13752551E-05 0.11736369E+01 0.11736108E+01 0.11737604E+01 0.11737880E+01 0.16848866E-06 0.16857101E-06 0.17037761E-06 0.16983092E-06 0.29561977E-08 0.32323974E-08 0.29421002E-08 0.32268215E-08
 0.46987056E+01 0.10441568E+03 0.12763129E-05 0.13612547E-05 0.12921589E-05 0.13752837E-05 0.11736365E+01 0.11736104E+01 0.11737608E+01 0.11737884E+01 0.16848996E-06 0.16857095E-06 0.17037875E-06 0.16983150E-06 0.29609293E-08 0.32378513E-08 0.29469788E-08 0.32324411E-08
 0.46994256E+01 0.10443168E+03 0.12761091E-05 0.13612684E-05 0.12919641E-05 0.13753134E-05 0.11736361E+01 0.11736100E+01 0.11737612E+01 0.11737888E+01 0.16849123E-06 0.16857084E-06 0.17038001E-06 0.16983238E-06 0.29656391E-08 0.32432834E-08 0.29518359E-08 0.32380403E-08
 0.47001456E+01 0.10444768E+03 0.12759050E-05 0.13612811E-05 0.12917669E-05 0.13753419E-05 0.11736356E+01 0.11736096E+01 0.11737616E+01 0.11737893E+01 0.16849274E-06 0.16857085E-06 0.17038114E-06 0.16983342E-06 0.29703284E-08 0.32486940E-08 0.29566708E-08 0.32436193E-08
 0.47008656E+01 0.10446368E+03 0.12756987E-05 0.13612932E-05 0.12915658E-05 0.13753612E-05 0.11736353E+01 0.11736092E+01 0.11737621E+01 0.11737897E+01 0.16849407E-06 0.16857108E-06 0.17038221E-06 0.16983382E-06 0.29749959E-08 0.32540840E-08 0.29614845E-08 0.32491761E-08
 0.47015856E+01 0.10447968E+03 0.12754901E-05 0.13613039E-05 0.12913685E-05 0.13753819E-05 0.11736349E+01 0.11736089E+01 0.11737625E+01 0.11737902E+01 0.16849530E-06 0.16857125E-06 0.17038357E-06 0.16983388E-06 0.29796412E-08 0.32594524E-08 0.29662763E-08 0.32547063E-08
 0.47023056E+01 0.10449568E+03 0.12752807E-05 0.13613158E-05 0.12911658E-05 0.13754018E-05 0.11736346E+01 0.11736086E+01 0.11737629E+01 0.11737906E+01 0.16849658E-06 0.16857180E-06 0.17038473E-06 0.16983396E-06 0.29842642E-08 0.32647998E-08 0.29710472E-08 0.32602108E-08
 0.47030256E+01 0.10451168E+03 0.12750710E-05 0.13613243E-05 0.12909639E-05 0.13754176E-05 0.11736344E+01 0.11736084E+01 0.11737633E+01 0.11737910E+01 0.16849790E-06 0.16857244E-06 0.17038598E-06 0.16983373E-06 0.29888649E-08 0.32701272E-08 0.29757962E-08 0.32656890E-08
 0.47037456E+01 0.10452768E+03 0.12748571E-05 0.13613314E-05 0.12907587E-05 0.13754356E-05 0.11736342E+01 0.11736082E+01 0.11737636E+01 0.11737913E+01 0.16849889E-06 0.16857287E-06 0.17038710E-06 0.16983388E-06 0.29934422E-08 0.32754320E-08 0.29805234E-08 0.32711433E-08
 0.47044656E+01 0.10454368E+03 0.12746438E-05 0.13613414E-05 0.12905521E-05 0.13754519E-05 0.11736341E+01 0.11736081E+01 0.11737639E+01 0.11737916E+01 0.16849999E-06 0.16857390E-06 0.17038815E-06 0.16983419E-06 0.29979964E-08 0.32807157E-08 0.29852283E-08 0.32765749E-08
 0.47051856E+01 0.10455968E+03 0.12744301E-05 0.13613458E-05 0.12903456E-05 0.13754662E-05 0.11736341E+01 0.11736080E+01 0.11737642E+01 0.11737919E+01 0.16850112E-06 0.16857471E-06 0.17038918E-06 0.16983464E-06 0.30025276E-08 0.32859779E-08 0.29899105E-08 0.32819854E-08
 0.47059056E+01 0.10457568E+03 0.12742127E-05 0.13613520E-05 0.12901369E-05 0.13754759E-05 0.11736341E+01 0.11736081E+01 0.11737644E+01 0.11737921E+01 0.16850216E-06 0.16857574E-06 0.17039022E-06 0.16983475E-06 0.30070364E-08 0.32912175E-08 0.29945705E-08 0.32873734E-08
 0.47066256E+01 0.10459168E+03 0.12739938E-05 0.13613509E-05 0.12899283E-05 0.13754896E-05 0.11736342E+01 0.11736082E+01 0.11737645E+01 0.11737922E+01 0.16850298E-06 0.16857637E-06 0.17039132E-06 0.16983516E-06 0.30115217E-08 0.32964339E-08 0.29992084E-08 0.32927381E-08
 0.47073456E+01 0.10460768E+03 0.12737765E-05 0.13613523E-05 0.12897154E-05 0.13755007E-05 0.11736344E+01 0.11736083E+01 0.11737645E+01 0.11737922E+01 0.16850402E-06 0.16857688E-06 0.17039213E-06 0.16983582E-06 0.30159840E-08 0.33016239E-08 0.30038239E-08 0.32980822E-08
 0.47080656E+01 0.10462368E+03 0.12735551E-05 0.13613468E-05 0.12894999E-05 0.13755091E-05 0.11736346E+01 0.11736085E+01 0.11737645E+01 0.11737922E+01 0.16850490E-06 0.16857684E-06 0.17039270E-06 0.16983629E-06 0.30204239E-08 0.33067867E-08 0.30084158E-08 0.33034041E-08
 0.47087856E+01 0.10463968E+03 0.12733342E-05 0.13613435E-05 0.12892865E-05 0.13755113E-05 0.11736349E+01 0.11736088E+01 0.11737644E+01 0.11737921E+01 0.16850587E-06 0.16857691E-06 0.17039348E-06 0.16983611E-06 0.30248412E-08 0.33119221E-08 0.30129850E-08 0.33087011E-08
 0.47095056E+01 0.10465568E+03 0.12731087E-05 0.13613329E-05 0.12890708E-05 0.13755159E-05 0.11736352E+01 0.11736091E+01 0.11737642E+01 0.11737919E+01 0.16850658E-06 0.16857641E-06 0.17039422E-06 0.16983606E-06 0.30292361E-08 0.33170298E-08 0.30175319E-08 0.33139729E-08
 0.47102256E+01 0.10467168E+03 0.12728853E-05 0.13613265E-05 0.12888518E-05 0.13755173E-05 0.11736356E+01 0.11736095E+01 0.11737640E+01 0.11737917E+01 0.16850731E-06 0.16857631E-06 0.17039478E-06 0.16983597E-06 0.30336072E-08 0.33221114E-08 0.30220567E-08 0.33192206E-08
 0.47109456E+01 0.10468768E+03 0.12726568E-05 0.13613161E-05 0.12886374E-05 0.13755184E-05 0.11736360E+01 0.11736099E+01 0.11737637E+01 0.11737914E+01 0.16850778E-06 0.16857606E-06 0.17039597E-06 0.16983602E-06 0.30379551E-08 0.33271678E-08 0.30265613E-08 0.33244452E-08
 0.47116656E+01 0.10470368E+03 0.12724283E-05 0.13613075E-05 0.12884201E-05 0.13755189E-05 0.11736364E+01 0.11736103E+01 0.11737634E+01 0.11737911E+01 0.16850825E-06 0.16857641E-06 0.17039729E-06 0.16983602E-06 0.30422797E-08 0.33322027E-08 0.30310470E-08 0.33296460E-08
 0.47123856E+01 0.10471968E+03 0.12722033E-05 0.13612941E-05 0.12882016E-05 0.13755142E-05 0.11736368E+01 0.11736107E+01 0.11737630E+01 0.11737907E+01 0.16850902E-06 0.16857647E-06 0.17039860E-06 0.16983597E-06 0.30465812E-08 0.33372150E-08 0.30355133E-08 0.33348249E-08
 0.47131056E+01 0.10473568E+03 0.12719741E-05 0.13612818E-05 0.12879819E-05 0.13755127E-05 0.11736372E+01 0.11736111E+01 0.11737626E+01 0.11737903E+01 0.16851032E-06 0.16857667E-06 0.17039994E-06 0.16983616E-06 0.30508652E-08 0.33422047E-08 0.30399594E-08 0.33399813E-08
 0.47138256E+01 0.10475168E+03 0.12717480E-05 0.13612686E-05 0.12877623E-05 0.13755071E-05 0.11736377E+01 0.11736115E+01 0.11737622E+01 0.11737898E+01 0.16851187E-06 0.16857703E-06 0.17040125E-06 0.16983616E-06 0.30551306E-08 0.33471720E-08 0.30443840E-08 0.33451151E-08
